created_at,id,username,name,withheld.country_codes
2015-04-05T22:01:50.000Z,3140804761,iTsmeinsanee,It's Me 🐕,
2017-08-30T13:35:52.000Z,902887596862435329,0xA1EC,Alec O’Connor 🍊,
2017-08-11T01:11:39.000Z,895814938995957760,threadreaderapp,Thread Reader App,
2019-11-09T22:50:57.000Z,1193299923355217920,vladanghel11,𝒱𝓁𝒶𝒹 𝒜. 🎑,
2007-07-03T16:56:02.000Z,7232752,rlux,Rachel Luxemburg 🌻,
2008-06-05T14:53:54.000Z,15018677,ablegrape,Doug Cook (Parody),
2019-06-25T05:11:43.000Z,1143386264990654464,karadashkov,Lubo Karadashkov,
2019-05-05T21:41:48.000Z,1125153644796448769,chlo_kp,Chloe,
2009-05-25T15:32:20.000Z,42425069,salaboy,Mauricio Salatino,
2007-07-10T22:58:02.000Z,7385912,okSnickers,Nikita Jotwani,
2018-05-06T17:25:54.000Z,993180065184628736,amolrai_dev,Amol Rai ,
2009-04-27T15:51:08.000Z,35775563,ReggieUNO,reginald addo,
2013-03-27T12:09:37.000Z,1307335783,piorundev,Paweł,
2010-06-30T22:08:04.000Z,161450995,willianurban,willurban.eth,
2016-07-06T15:09:34.000Z,750708273834237952,poppysakhie,Poppy,
2016-06-18T23:09:39.000Z,744306107158396928,cpwilkerson72,Christian Wilkerson,
2011-06-21T22:52:59.000Z,321657712,rsmelo_,Rafael Melo,
2011-03-19T23:50:36.000Z,269028918,arnolem,Arnaud Lemercier 😇,
2017-04-27T20:56:22.000Z,857699969263964161,suhemparack,Suhem Parack,
2015-10-21T20:42:26.000Z,4011978033,Alexfurret,al*x,
2014-01-27T15:48:48.000Z,2313873457,sseraphini,Sibelius Seraphini,
2011-05-31T18:18:04.000Z,308616564,alisalahio,Ali Salah 🛸,
2014-12-15T05:26:41.000Z,2930544074,petecodes,Pete - No CS Degree + High Signal + ghost tweets,
2016-09-29T20:07:14.000Z,781586151379378177,coderguyfrank,J Alexander,
2010-05-06T18:43:08.000Z,140928735,podpage,podpage ,
2011-11-05T20:46:19.000Z,405810089,rostik_makhanko,Rostyslav Makhanko🇺🇦,
2009-03-05T19:36:51.000Z,22965440,fabkatie,Katie,
2018-01-03T17:36:40.000Z,948609064484864006,laurieontech,Laurie,
2010-04-26T04:50:36.000Z,137224121,set_Minami,南拙至,
2010-01-16T12:58:08.000Z,105472209,abdullah_lomani,Abdullah ⚡️,
2009-06-21T01:31:21.000Z,49186493,amandabrbz,Amanda,
2009-02-19T02:10:15.000Z,21266829,lindsmccallum,Lindsay McCallum Rémy,
2009-09-21T23:12:13.000Z,76176875,libert_xyz,Libert Schmidt,
2013-01-10T10:52:06.000Z,1076298752,UmarJf,JAFAR UMAR,
2010-10-21T17:04:06.000Z,205808564,bbokal,Brad Bokal,
2009-11-01T02:08:57.000Z,86642892,besiaka,Tanya S. P@r0dY 🇺🇦,
2016-04-08T23:59:16.000Z,718589057261920258,conorjparrish,Conor Parrish,
2013-04-14T23:25:58.000Z,1353010477,AndySayler,Andy Sayler,
2013-09-28T03:14:46.000Z,1912958906,Sharans003,Sharan Srivatsa,
2010-09-12T15:33:36.000Z,189911034,aisha112,Aisha Balogun,
2010-03-20T18:32:11.000Z,124831353,casassaez,Gerard Casas Saez,
2011-12-09T07:55:52.000Z,432302989,firatozak,Firat Ozak,
2011-12-13T22:11:15.000Z,436190536,KamoheloKuaho,Kamo,
2009-10-04T11:30:42.000Z,79710541,toff63,Christophe,
2014-04-15T18:28:11.000Z,2445809510,PeriscopeCo,Periscope,['TR']
2017-02-02T09:09:26.000Z,827081480807579648,JaphetTion,One Love.,
2012-08-23T04:47:12.000Z,775180652,larabz04,Lara,
2018-07-03T18:51:39.000Z,1014220138760097792,PythonSM,.,
2011-07-17T01:47:29.000Z,336862763,IdrisObadaki,Idris,
2010-01-12T22:47:44.000Z,104296908,BashirAhmaad,Bashir Ahmad,
2018-09-23T12:19:43.000Z,1043837312310931458,anri_do,Dorian,
2011-11-28T21:45:28.000Z,423738001,michaeldera,Michael,
2014-04-23T16:38:52.000Z,2459973444,ongair_,Ongair,
2013-02-27T07:55:48.000Z,1223905705,louisgrasset,Senhor Lewlew 🐯,
2009-03-24T02:51:52.000Z,26161564,svetlanathon,Lananana,
2013-10-02T21:15:20.000Z,1928256733,weslleymurdock,Murdock,
2015-12-12T03:28:14.000Z,4534277774,DataWithStyle,Daniel Smith,
2009-08-28T21:16:04.000Z,69696928,raniendu,Raniendu Singh (रनेन्दू सिंह),
2009-02-19T18:03:54.000Z,21322146,dutello,Eduardo Tello,
2010-05-11T12:29:39.000Z,142662250,koslib,Kostas Livieratos,
2009-10-09T05:30:57.000Z,81036274,cl0udmaker,edgar 🦀,
2012-11-18T21:28:58.000Z,956263496,sawyercovington,Sawyer Covington,
2008-07-13T20:55:23.000Z,15418663,dcaunt,David Snabel-Caunt,
2009-08-10T05:46:15.000Z,64344950,philborgenicht,Phillip Borgenicht,
2015-10-26T19:46:50.000Z,4027743313,mdharrington_,Michael D Harrington,
2007-11-13T19:42:43.000Z,10224652,DataRiot,David Allen,
2009-08-24T14:52:09.000Z,68424728,Midejesus,Engenheira Michelly,
2009-12-14T17:30:27.000Z,96802408,d0b0,Sam Legge,
2011-02-04T12:47:13.000Z,247262353,JokeAdekunle,Joke Adekunle,
2011-03-06T20:38:58.000Z,261844990,ItsBlede,Blede,
2017-12-14T22:58:21.000Z,941442262097104896,mightyjimmy9,felipe ou jimmy de gravatinha,
2007-09-14T15:58:19.000Z,8879282,kiranp,Kiran,
2019-04-20T08:35:28.000Z,1119519939826733057,DailyNASA,NASA 🚀,
2009-09-05T23:35:08.000Z,71918131,openwms,Heiko Scherrer ⚜️,
2009-06-01T12:55:55.000Z,43878992,mmmbop_,Tom Hanson,
2019-07-24T03:40:00.000Z,1153872433121615872,AbdulHa37366188,Muhammad abdul Hameed,
2009-07-15T13:04:33.000Z,57009698,aaaaieeia,alana n. eissa,
2015-02-01T20:05:09.000Z,3010885534,makar_sta,Макарена,
2017-07-14T13:17:51.000Z,885850831538577408,hopyth,Hopyth Funny,
2008-03-06T22:57:11.000Z,14091956,cschrader,Claude Schrader,
2008-11-17T13:54:32.000Z,17441631,pavedwalden,pavedwalden,
2015-01-31T17:02:06.000Z,3007958511,Uni_idk,Uniterno,
2010-07-05T17:07:04.000Z,163140263,Jakousi_,Jatito,
2018-03-03T14:54:47.000Z,969949210085904384,VallatLouis,Louis Vallat 👨‍💻📷,
2007-09-18T22:09:03.000Z,8960712,individual8,David Schmidt,
2015-07-04T20:23:36.000Z,3359272313,MojaveSkies,sobek 🇺🇦,
2011-01-10T10:52:03.000Z,236339779,____yaro,¯⁠\⁠_⁠(⁠ツ⁠)⁠_⁠/⁠¯,
2009-07-31T14:52:07.000Z,61787412,lucaslago,lucas lago,
2011-06-22T18:17:39.000Z,322148149,KyleGTweets,Kyle Graham,
2014-02-22T12:11:24.000Z,2356261658,MIhmouda,Mohammad Ihmouda ,
2009-07-13T04:55:42.000Z,56291611,jOkAmE,José Carlos Méndez,
2019-03-28T19:10:55.000Z,1111344937138700288,nilsxwillam,Nils X William🧣,
2008-04-22T11:58:38.000Z,14473613,igama,Marco Silva,
2009-02-06T18:03:32.000Z,20256357,benjackthomas,Ben Bowdler-Thomas 🦒,
2009-06-08T16:43:15.000Z,45607329,matteo_gobbi,Matteo Gobbi,
2008-04-12T13:11:22.000Z,14368693,torpey,torpey,
2012-04-26T21:28:30.000Z,564136371,quindarius_,quindarius,
2010-12-29T22:00:39.000Z,231941019,bart_chr,Bart Chrzaszcz,
2009-02-12T20:27:15.000Z,20713954,caryhutto,Cary Hutto,
2010-05-10T18:41:18.000Z,142379032,JoseAsantiago,Jose A Santiago,
2009-05-12T15:06:18.000Z,39517872,ari_zelanko,Ari Zelanko,
2009-02-19T08:04:58.000Z,21282673,apretz,alex pretzlav,
2010-08-07T21:44:27.000Z,175871897,halilyc,Halil,
2018-03-21T00:12:40.000Z,976250201324302336,lucaslitton,Lucas Litton,
2009-12-25T08:10:44.000Z,99245244,mrizkiaiman,Iki,
2008-12-20T19:42:24.000Z,18271367,nimalan,nimalan@macaw.social (Parody),
2016-03-23T19:18:37.000Z,712720221765824515,trycatchfinl,E,
2014-08-27T07:17:59.000Z,2772627427,derkalaender,Kaländerü,
2017-03-23T02:45:56.000Z,844741975433793536,vmpr_cmptr_ppl,Drew K,
2019-06-27T17:10:40.000Z,1144291971353206785,HUzquiano,Andoni Uzquiano,
2016-01-31T11:40:26.000Z,4866345665,victorshinya,Victor Shinya,
2008-10-22T22:01:24.000Z,16913772,VisualStudio,Microsoft Visual Studio,
2016-11-07T20:01:16.000Z,795717775989833729,glitch,🎏Glitch,
2016-02-28T20:48:54.000Z,704045635503329281,NigelL12_,NigelL12,
2019-07-21T20:24:11.000Z,1153037978882592773,neuro_rish,Rish,
2019-05-30T16:25:52.000Z,1134133834629492741,MakarandParigi,makarand,
2009-01-27T13:23:08.000Z,19591186,nuxnix,Angus Fox 🏴󠁧󠁢󠁳󠁣󠁴󠁿,
2007-03-23T15:11:50.000Z,2020201,terrythomas,Krombopulos Michael,
2011-09-14T00:19:05.000Z,373098962,bravelyflawed,dustin echoes,
2009-12-04T01:01:42.000Z,94455755,meduzen,🦑 meduz',
2013-08-29T04:09:14.000Z,1708953912,JaredEzz,Jᴀʀᴇᴅ Eᴢᴢᴇᴛ,
2011-10-06T15:16:46.000Z,386033196,pacmancoder,Nikonov,
2008-02-13T03:00:12.000Z,13413142,chris_mc_cabe,chris mccabe,
2019-08-08T13:13:51.000Z,1159452662603161601,datacrunchr,datacruncher,
2011-06-24T01:36:03.000Z,322968394,BrunoGiubilei,Bruno Giubilei,
2014-02-10T18:20:25.000Z,2337090139,avonbarn,Alec von Barnekow,
2010-06-03T02:16:15.000Z,151290710,AlSanya,RetroRobosan (老麺)🍜,
2014-05-17T09:53:36.000Z,2501161489,GsMalji,गौरव मलजी🇮🇳 #प्रशासक_समिति,
2014-10-01T07:09:46.000Z,2797443539,kandarp_gautam,Kandarp Gautam 🔴,
2019-06-13T06:43:17.000Z,1139060652759142400,pratikjagrut,Pratik Jagrut,
2011-06-24T13:27:29.000Z,323221960,focadiz, Felipe Ocadiz λ,
2009-10-11T11:48:29.000Z,81578027,dcnetsa,مؤسسة الابداع الرقمي,
2009-10-01T14:04:18.000Z,78910813,makakole_,Makakole Mafane,
2017-02-12T01:50:30.000Z,830594897379999745,TamilSelvan_T_S,Tamil selvan,
2017-01-03T18:45:06.000Z,816354718008020992,NTTL_LTTN,N,
2012-01-27T08:28:45.000Z,475635945,ajitzero,Ajit ✧,
2013-01-28T17:43:55.000Z,1128753523,MatyyUwU,maty,
2011-04-09T12:45:58.000Z,279520549,dgschudde,Dirk Schudde,
2011-08-18T16:46:05.000Z,357608190,AlwaliAbdallah,Abdallah Alwali,
2009-03-12T15:45:16.000Z,23970261,Kyle_Rasmussen,Kyle Rasmussen,
2012-10-02T18:19:03.000Z,858479742,id2amayakase,amayakase 🇳🇱 (boob enjoyer on OSU),
2019-03-23T20:54:11.000Z,1109558984112029698,bergerpeti,The Berger Show 🧔🏻💻🇬🇧🇭🇺🍡,
2014-05-20T03:45:39.000Z,2509192452,Lembani_,Lembani Sakala ,
2009-02-06T17:57:36.000Z,20255968,codek1,Dan Keeley,
2008-05-16T21:09:39.000Z,14804130,japharr,️,
2013-07-01T17:01:49.000Z,1561018831,jon_raRaRa,Jon raRaRa,
2017-07-04T18:30:40.000Z,882305677808590850,AnTheMaker,An | Anton Röhm,
2008-03-27T22:27:29.000Z,14239320,alung,Alexandre 🫕,
2018-09-09T04:58:31.000Z,1038652850308624384,DraQuinones,Dra. Maria Quiñones Piquero,
2008-01-08T14:18:35.000Z,11985982,luca,@luca@vis.social,
2010-10-16T09:33:54.000Z,203458796,AlperUnuvar,Alper Ünüvar ,
2010-05-17T19:27:57.000Z,144959397,lamechthinkbig,Mbangula Lameck Amugongo #BlackLivesMatter,
2017-09-04T17:01:51.000Z,904751373798879232,OneTweetAwayMan,One Tweet Away 🇺🇸 🇦🇲,
2009-05-21T21:49:51.000Z,41686315,chris_romary,Chris Romary,
2011-09-21T13:26:55.000Z,377367870,mathiasfrese,Mathias,
2015-03-09T20:41:48.000Z,3070295959,whitneymriker,Whitney Riker,
2007-07-05T22:35:51.000Z,7278302,kndl,Kendall Aubertot,
2011-07-08T17:52:27.000Z,331769593,briandupras,Brian Dupras,
2009-08-21T02:40:26.000Z,67501283,cassiestewart,Cassie Stewart,
2015-10-15T03:47:51.000Z,3898663094,KayOstas,🧜‍♂️Trophy Husband 🧜‍♂️,
2014-09-12T20:30:53.000Z,2806145138,michelle_actual,meh-shellee,
2009-05-15T21:45:05.000Z,40341445,bhalsey,Brent Halsey,
2010-09-30T03:36:40.000Z,196883832,jellybeanjones,zachariah jones,
2010-02-28T22:51:46.000Z,118514500,elemdoubleu,Lisa,
2013-12-19T17:47:31.000Z,2253849180,vtapia,VTap,
2010-10-05T20:52:24.000Z,199021634,GarrysGate,Garry Anderson,
2009-05-09T01:09:08.000Z,38763032,AlisonJoyce,Alison ,
2010-08-24T21:57:41.000Z,182559614,AdventureSteady,hello,
2015-04-11T03:01:52.000Z,3148870314,RealBrianNewsom,Brian Newsom,
2012-06-24T12:54:52.000Z,617097763,BenLoggedOn,Ben Lewis,
2010-07-07T20:18:10.000Z,164002918,whereskarms,Karmelia,
2007-05-01T05:55:26.000Z,5676102,shanselman,Scott Hanselman,
2019-06-27T17:06:03.000Z,1144290810084638721,stephmmeso,Suprise,
2010-08-22T23:33:46.000Z,181744316,robertitov13,Roberto A. Vaccaro,
2014-08-31T16:00:24.000Z,2782487574,ManuelWinkler_,Manuel Winkler,
2017-11-26T05:22:08.000Z,934653474935115776,joeydotdev,Joey Colon 🏳️‍🌈,
2015-06-27T15:46:39.000Z,3347713786,cee_bryce,Bryce,
2012-11-16T00:24:54.000Z,950694168,AndreaZonzin,Andrea Zonzin,
2009-01-09T23:56:48.000Z,18820792,sult,султи (Parody account),
2014-09-30T23:00:49.000Z,2796689194,NatePetersMusic,Nathan Peters,
2010-06-19T11:04:36.000Z,157283633,germ_86,Fabio,
2019-11-20T05:28:20.000Z,1197023795862757376,bierbot1,B.I.E.R Bot,
2008-04-11T05:27:18.000Z,14358495,ro_cavallcante,Roseee 🤸🏽‍♀️,
2012-11-19T21:54:27.000Z,958676983,SocialOpinions,SocialOpinion,
2009-05-09T19:00:27.000Z,38906681,jamie_maguire1,Jamie Maguire,
2008-05-22T03:13:29.000Z,14863971,bengl,Bryan English (💉💉💉💉),
2008-03-04T00:49:18.000Z,14075486,teh_islander,Chris,
2009-05-17T02:07:28.000Z,40587957,humphd,David Humphrey,
2010-07-27T17:33:52.000Z,171575833,mootje_diaby,Mohamed Diaby,
2011-10-15T00:45:41.000Z,391072901,progiuri,J. Iuri,
2008-12-04T04:43:42.000Z,17860239,JeddJedd,Jedd Goble,
2018-10-08T10:06:50.000Z,1049239689734115328,DeadheedSimmons,⚡🌹MARCO🌹⚡,
2016-09-22T11:15:34.000Z,778915639423623168,demaskhey,fuck off,
2013-12-03T21:39:44.000Z,2228891959,TwitterMENA,Twitter MENA,
2009-04-25T11:49:57.000Z,35196048,anismenal,Anis✊🏽✊🏿,
2011-01-02T13:11:49.000Z,233157760,VargasVisuals,Robert Vargas,
2011-04-21T02:29:25.000Z,285394452,AlexMRuch,Alex Ruch,
2010-10-28T17:20:31.000Z,209175328,0zlem__,Özlem 🌐,
2013-07-19T23:43:38.000Z,1606979292,ArieBackup1,Arie,
2011-03-08T01:47:51.000Z,262439469,kjudge24,KJ,
2019-01-10T21:59:44.000Z,1083483554175045632,CandiceHyytinen,Candice Hyytinen,
2018-01-22T06:02:15.000Z,955319681589460992,DimitriDCE,Dimitri Collins-Elder,
2018-02-26T06:13:19.000Z,968006041291157504,WoldayMartha,martha,
2010-07-07T19:24:38.000Z,163986538,SupaSush,Sushil Trivedi,
2010-10-27T02:15:25.000Z,208324701,maeloveholt,maegan holt,
2011-12-08T16:03:37.000Z,431705678,dihelander,Zan zendegi azadi 🇺🇦,
2008-01-22T21:59:19.000Z,12565802,kennykhlee,Kenny Lee,
2009-03-07T03:32:13.000Z,23159259,zachm,Zach M.,
2013-06-25T23:45:58.000Z,1546923433,BoomerMurray,@boomermurray,
2012-02-17T20:40:28.000Z,495309159,TwitterNYC,Twitter New York City,
2010-10-06T01:41:44.000Z,199107431,kimwu,Kim Wu 🌴,
2013-03-26T23:44:06.000Z,1305940272,SlackHQ,Slack,
2012-02-09T22:52:17.000Z,487961723,otymix,(((Oty))),
2018-11-28T23:40:39.000Z,1067926271856766976,pipedream,Pipedream,
2009-03-10T01:43:17.000Z,23539291,tjlull,Travis Hunter-Lull,
2015-09-02T21:10:43.000Z,3527084777,davidhillgm,David Hill,
2014-03-29T06:25:03.000Z,2417045708,juanshishido,ⓙⓢ,
2014-05-29T20:24:26.000Z,2533341854,CP3nyc,cp,
2010-09-14T02:31:55.000Z,190494762,shivamb45,Shivam Bharadwaj,
2018-08-25T20:55:56.000Z,1033457972045705216,Abhik5981,Abhik Chakraborty🎙,
2016-03-09T08:33:36.000Z,707484470392332288,hipsterelectron,"danny ""disco"" mcClanahan",
2009-03-04T04:07:49.000Z,22731113,yosub,yoey⁷ 요섭,
2009-10-12T06:04:12.000Z,81776058,pantularajesh,Rajesh Pantula,
2012-03-26T05:47:47.000Z,536960317,somethingintern,Skiing Intern,
2008-10-29T21:22:27.000Z,17052419,XavierDesmaison,Xavier Desmaison,
2008-08-15T04:44:55.000Z,15860068,ecoffey,Eoin Coffey 🫡,
2009-06-11T16:48:27.000Z,46429417,shahsr,Shefali Shah Mirakhur 💃🏽,
2008-06-21T08:27:31.000Z,15188409,modeerf,modeerf,
2009-05-03T19:57:33.000Z,37487621,suntastic77,Kimberly,
2016-12-01T06:28:22.000Z,804210514129666048,eanavagator,Emily Nava,
2018-03-30T12:09:48.000Z,979692163138166785,saadmanrafat_,Saadman Rafat,
2014-08-15T19:11:17.000Z,2735246778,ThePracticalDev,DEV Community 👩‍💻👨‍💻,
2008-08-15T06:07:52.000Z,15860618,dantley,Dantley Davis,
2019-05-03T14:48:27.000Z,1124324848409300998,BrittonBr10,Britton Edward Johnson,
2011-11-09T17:31:04.000Z,408623049,johnd,John Demos 👋,
2011-11-16T04:08:37.000Z,413672658,usman4all,Usman,
2009-08-05T05:46:48.000Z,63046977,happycamper,Emily Waligoske,
2010-07-08T12:35:04.000Z,164257706,goldingnik,Nikki Golding,
2009-11-06T13:50:34.000Z,87943292,AbhishekMSharma,Abhishek Sharma,
2008-10-04T18:43:12.000Z,16593932,compston,compston 🍕,
2018-07-20T00:50:42.000Z,1020108704811606016,i_am_daniele,Daniele,
2010-10-07T05:36:28.000Z,199566737,lebraat,daniel,
2013-01-18T23:45:43.000Z,1102321381,AureliaSpecker,Aurelia Specker,
2010-08-09T14:16:11.000Z,176425492,oihamza,Hamza,
2008-09-25T16:51:58.000Z,16453479,atornes,Adam Tornes,
2008-09-04T16:18:52.000Z,16130949,Remy_D,Remy_D,
2009-12-17T05:14:01.000Z,97370635,lvhcolorado,laura harrison,
2014-12-07T16:27:26.000Z,2909502460,FlatironsTech,Flatirons LGBTQ Tech,
2010-04-06T14:57:14.000Z,130175843,sunnat629,Mohi Us Sunnat,
2017-02-21T19:35:26.000Z,834124389671133184,AustinTDC,Austin TDC,
2009-09-04T12:49:19.000Z,71526232,emilymccleave,Emily McCleave,
2009-05-24T16:01:46.000Z,42232950,steveblackmon,Steve Blackmon,
2015-07-18T00:54:11.000Z,3282859598,TwitterCreators,Twitter Creators,
2006-09-10T12:46:53.000Z,5737,cbetta,Cristiano Betta,
2007-03-26T20:29:03.000Z,2354081,andreasc,Andreas Cohen,
2012-05-21T03:07:38.000Z,586198217,TwitterTV,Twitter TV is watching Andor,
2009-07-17T01:07:37.000Z,57504781,DanJackson415,Dan Jackson,
2016-11-17T11:56:16.000Z,799219599665414145,TDCRoma,TDCRoma,
2009-10-16T05:33:08.000Z,82807465,skjsaurabh,Saurabh Jain,
2013-09-19T19:58:52.000Z,1884191208,TwitterForGood,Twitter For Good,
2014-03-10T22:19:02.000Z,2382763597,notFromShrek,👸🏼🙄 Fiona,
2009-03-01T19:56:42.000Z,22399212,youfoundryan,Ryan @youfoundryan@macaw.social,
2013-01-14T20:02:02.000Z,1090015976,VisaDeveloper,VisaDeveloper,
2010-03-26T03:10:51.000Z,126512490,agustin,Agustin Pesciallo 🐀,
2009-02-09T06:44:21.000Z,20420426,SahilRoyVerma,sahil verma,
2010-09-07T18:26:54.000Z,188011697,luisartola,Luis Artola,
2014-02-05T01:33:44.000Z,2328002822,TwitterWomen,Twitter Women,
2015-09-14T08:23:48.000Z,3558337039,GetListomatic,Listomatic,
2010-03-10T17:53:31.000Z,121818720,farishcv,Farish CV 🏢👨‍💻✈️,
2006-12-15T22:18:44.000Z,72373,frankarr,Frank Arrigo 🇦🇺😇♏️ 💪 💉 ⁴,
2011-03-22T13:40:10.000Z,270361314,supreethps,Supreeth Bharadwaj,
2006-11-28T06:18:23.000Z,26523,pooran,R Pooran Prasad,
2010-12-23T20:00:51.000Z,229946505,ulysseas,Don Sheu 許家豪,
2009-04-09T22:55:22.000Z,30089729,aranasaurus,Ryan Arana,
2013-08-08T14:18:59.000Z,1655507089,zealfound,Zeal Foundation,
2010-03-15T15:26:06.000Z,123276494,amali_d,Amali de Alwis,
2013-12-27T23:27:26.000Z,2265052802,ThairlanAnjos,Thairlan Anjos ,
2011-01-13T20:19:49.000Z,237860849,alexmk,Alex Kowalsky,
2016-02-08T09:07:45.000Z,4887476549,DevWeekNairobi,Developer Week,
2015-06-26T19:51:24.000Z,3256997612,tekservestudio,Tekserve Studio,
2012-02-21T19:34:55.000Z,499099364,StartupInst,Startup Institute,
2011-04-06T00:11:41.000Z,277761722,TwitterUK,Twitter UK,
2015-09-03T11:07:44.000Z,3436234639,M0bileTea,Mobile Tea,
2009-06-09T13:25:38.000Z,45835391,Cromerty,Cromerty 🎙 Voiceover,
2009-04-18T01:34:45.000Z,32714270,DBAKevlar,✨💫Kellyn Command Line 💻✨,
2014-05-20T04:46:48.000Z,2509306208,404boyfriend,henry ✷,
2011-06-13T01:30:49.000Z,316163026,RichGBeaudoin,RGB,
2014-09-23T18:33:00.000Z,2828570005,5280mark,5280 Mark,
2009-03-17T20:16:06.000Z,24945605,jessicamckellar,Jessica McKellar,
2014-12-08T07:16:46.000Z,2922453853,ps_python,PuPPy,
2015-02-04T18:59:41.000Z,3018339645,LearnToCodeLA,Learn Teach Code,
2014-09-22T19:16:39.000Z,2780501561,TheHackerFund,Hacker Fund,
2013-06-12T05:10:07.000Z,1509175596,While_42,while42,
2013-06-20T22:30:26.000Z,1535196865,UofTHacks,UofTHacks X,
2009-04-21T05:42:37.000Z,33826388,AmanAlam,Aman Aalam 🥑,
2010-04-25T04:47:25.000Z,136877282,blrdroid,BlrDroid,
2014-09-17T08:29:02.000Z,2814511544,plagueis1990,Héctor,
2008-10-30T10:47:28.000Z,17063083,richardhyland,Richard Hyland,
2007-10-14T12:50:47.000Z,9436992,abraham,Abraham Williams,
2012-01-29T04:57:13.000Z,477407746,whitneyrogers,Legitney,
2013-04-09T21:53:50.000Z,1340309136,MadeinJLM,Made in Jerusalem,
2012-06-21T20:55:53.000Z,614572189,stephieainza,Stephanie Ainza,
2011-03-13T19:28:06.000Z,265561361,toddlovesthis,Todd Burner,
2010-02-24T22:09:44.000Z,117209856,heyval,Val,
2008-08-04T16:06:33.000Z,15723890,quintonwall,Quinton,
2011-11-15T02:38:41.000Z,412738601,write_jb,Julia Barrett,
2007-07-23T00:06:49.000Z,7648872,markmadsen,Mark Madsen,
2011-04-01T03:38:25.000Z,275357699,TheRealAneesh,aneesh.eth,
2013-10-30T21:09:02.000Z,2165479939,tylernappy,Tyler Nappy,
2009-09-09T21:41:32.000Z,72958690,LifeofaBrian,Brian Collins,
2009-08-04T06:00:49.000Z,62733964,kavyaSukumar,Kavya Sukumar,
2008-12-31T23:04:57.000Z,18518601,vambenepe,William Vambenepe,
2008-05-02T17:56:25.000Z,14628878,eleanorpd,Ellie Fields,
2013-12-12T23:40:51.000Z,2243070930,TechClash,TechClash,
2010-01-11T05:44:35.000Z,103770785,TwitterIndia,Twitter India,
2011-08-18T21:08:15.000Z,357750891,TwitterMktg,Twitter Marketing,
2009-02-24T05:41:38.000Z,21733017,mrdanjl,dan lee,
2006-12-21T21:49:37.000Z,134693,leslienassar,👻 Leslie 👻,
2015-02-19T18:39:53.000Z,3044991946,aliparr,Ali Parr,
2011-02-19T12:22:45.000Z,254507180,Fishburners,Fishburners 🐟🔥,
2009-05-27T01:23:40.000Z,42779768,j__eng,Julia,
2013-11-11T02:44:46.000Z,2187558360,bitcmp,Bitcamp,
2008-05-25T08:06:34.000Z,14897303,kayvz,Kayvon Beykpour,
2014-11-12T15:56:02.000Z,2873856201,hackthecycle,biPoCosmonaut,
2007-10-25T17:47:58.000Z,9689442,josephchong,Joseph Chong,
2014-10-19T20:52:55.000Z,2865763410,blockchainU,BlockchainUniversity,
2010-09-25T01:55:08.000Z,194816967,pi_kumar,piyushkumar.eth,
2006-08-05T23:31:27.000Z,3840,Jason,@jason,
2010-09-13T15:50:14.000Z,190292949,LAUNCH,LAUNCH,
2012-04-25T09:26:46.000Z,562734974,liamcbride,LiasLife🦄,
2011-09-11T19:43:55.000Z,371925746,alexjsinger,Alex Singer,
2014-12-09T09:39:47.000Z,2923689403,JBabichJapan,John Babich,
2009-01-17T10:17:14.000Z,19106644,Bernardamus,Dr. Bernardamus ⚗️ Alessandro Bernardi,
2013-06-05T03:02:54.000Z,1483923793,startupbek,Bek Abdullayev,
2008-09-03T22:01:21.000Z,16120419,tsmith,Ty Smith (@ty@androiddev.social),
2008-03-11T17:53:42.000Z,14125938,schachin,Kristine Schachinger,
2012-08-03T00:43:19.000Z,733837021,SujataBhatt,Sujata Bhatt,
2010-04-07T17:40:14.000Z,130569037,alicepang,Alice Pang,
2011-06-10T03:34:44.000Z,314352941,Angelala6,Angela Schach💁🏽,
2011-09-16T14:42:41.000Z,374559358,NolanOBrien,Nolan O'Brien,
2014-10-16T00:15:43.000Z,2857397298,fabric,Fabric,
2009-05-24T15:12:26.000Z,42225288,rdgborges,Rodrigo Borges,
2011-03-10T22:54:23.000Z,263884490,TwitterBrasil,Twitter Brasil,
2007-06-27T06:40:29.000Z,7103272,girlie_mac,Tomomi Imura 🌺⛅,
2009-03-27T13:25:51.000Z,27002326,neilmack_the,neilmack,
2009-03-16T02:41:49.000Z,24636302,jenks,Lauren,
2006-08-05T23:04:08.000Z,3839,davewiner,Dave Winer,
2009-06-23T08:12:17.000Z,49921442,haruchang,Koichi Haruta,
2012-11-28T16:17:57.000Z,976460407,bonnell,Mike Bonnell,
2007-03-19T17:15:38.000Z,1530531,miradu,🏳️‍🌈Michael Ducker,
2009-09-17T18:30:25.000Z,75079616,IFTTT,IFTTT,
2010-05-28T02:21:56.000Z,148966800,sasipaants,Sasi,
2011-11-14T04:11:05.000Z,411992519,Dorine_Evelo,Dorine _Evelo,
2012-05-25T21:51:43.000Z,590428782,DENStartupWeek,Denver Startup Week,
2007-03-14T12:02:30.000Z,1152331,shooley,shooley.eth,
2013-10-24T21:33:55.000Z,2153688540,BerndVerst,Bernd Verst 🏠SEA,
2014-03-20T17:42:20.000Z,2400220296,mesoscon,#MesosCon,
2011-04-18T20:48:55.000Z,284201599,terns,Twitter Terns,
2012-10-26T19:10:55.000Z,906601453,PyLadies_pdx,PyLadies PDX,
2011-02-04T18:12:59.000Z,247393975,MaryL,Mary Lahey,
